Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacture_segment
3,2018,61386,1,1,0,25.2,1248,74.0,5.0,7.05,1
4,2018,11500,1,0,0,28.4,1248,74.0,5.0,7.5,1
2,2012,58000,1,1,0,25.44,936,57.6,5.0,2.1,0
4,2014,38000,4,0,0,13.7,1798,157.75,5.0,11.6,4
1,2012,49000,1,0,2,14.84,2143,167.62,5.0,19.25,3
3,2017,72202,1,1,0,13.68,2393,147.8,8.0,17.92,1
8,2016,7000,4,1,0,20.36,1197,78.9,5.0,3.6,1
0,2014,20000,1,1,2,25.8,1498,98.6,5.0,4.5,1
5,2017,14061,1,1,0,21.9,1396,88.76,5.0,7.4,1
3,2018,30706,1,0,0,11.57,2987,254.79,5.0,59.29,3
8,2011,51387,1,1,0,12.05,2179,120.0,7.0,5.5,0
1,2006,44000,4,1,2,15.3,1341,83.0,5.0,1.75,1
9,2016,12208,4,1,0,21.4,1197,83.1,5.0,6.75,1
2,2011,55000,1,1,0,16.52,1991,123.7,5.0,3.95,0
9,2011,61600,4,1,0,17.1,1591,121.3,5.0,4.2,1
5,2016,28414,4,1,0,17.0,1497,118.0,5.0,8.4,1
9,2017,27853,4,0,0,17.21,1197,103.5,5.0,8.25,4
1,2013,55116,4,1,0,19.4,1198,86.8,5.0,3.31,1
0,2017,26000,1,1,0,26.59,1248,74.0,5.0,7.5,1
10,2012,45496,4,1,0,17.0,1497,118.0,5.0,4.75,1
10,2013,76000,1,0,2,11.18,2696,184.0,7.0,8.79,0
10,2014,136000,4,1,0,13.1,1798,157.75,5.0,9.5,4
10,2009,100000,4,1,0,0.0,796,46.3,5.0,1.6,1
8,2010,38127,4,1,0,19.7,796,46.3,5.0,1.55,1
6,2014,82450,1,1,0,23.0,1396,90.0,5.0,5.85,1
3,2014,62497,4,1,0,15.8,1499,110.0,5.0,7.52,0
5,2011,86732,1,1,0,23.08,1461,63.1,5.0,3.6,1
7,2016,27969,4,1,0,19.4,1198,86.8,5.0,4.73,1
4,2013,66372,1,0,0,11.18,2696,184.0,7.0,10.5,0
3,2013,73525,1,0,0,16.46,2993,258.0,5.0,34.54,2
7,2018,20689,4,1,0,18.9,1197,81.86,5.0,6.07,1
3,2018,25093,4,1,0,21.4,1197,83.1,5.0,7.76,1
3,2016,49176,1,1,0,11.68,2498,112.0,8.0,7.46,0
4,2012,87510,1,1,0,21.8,1461,78.0,5.0,3.49,4
3,2012,38214,4,1,2,18.5,1197,80.0,5.0,4.05,1
7,2013,48986,1,1,0,10.5,2835,107.2,6.0,11.88,1
10,2011,88000,4,0,0,14.53,1794,138.1,5.0,6.45,1
10,2015,69002,1,0,0,15.97,2993,258.0,5.0,50.0,2
10,2011,43706,4,0,0,10.9,2497,215.0,5.0,9.0,2
3,2016,58671,1,0,0,17.01,1582,126.2,5.0,14.25,1
3,2017,49404,1,1,0,18.49,1493,100.0,7.0,7.36,0
4,2010,72000,1,1,0,12.05,2179,120.0,8.0,4.4,0
9,2016,24000,4,1,0,25.17,799,53.3,5.0,3.1,4
3,2017,53285,4,0,0,22.5,999,67.0,5.0,4.28,4
10,2017,12000,4,1,0,16.1,1197,85.0,5.0,5.5,1
8,2012,45000,1,0,0,17.0,1896,105.0,5.0,6.99,4
3,2018,26234,4,1,0,24.7,796,47.3,5.0,4.29,1
4,2014,55000,4,1,0,18.6,1197,85.8,5.0,4.2,1
10,2012,90000,1,1,0,23.0,1396,90.0,5.0,4.11,1
9,2015,48000,1,0,0,15.73,1968,174.33,5.0,18.75,2
9,2017,19863,1,0,0,11.57,2987,254.79,5.0,64.95,3
9,2010,55000,4,1,2,19.81,1086,68.05,5.0,1.59,1
8,2016,4800,4,1,0,20.51,998,67.04,5.0,3.6,1
7,2017,38607,4,1,2,17.8,1497,117.3,5.0,7.87,1
9,2018,3958,4,1,0,18.9,1197,81.86,5.0,5.55,1
6,2014,74000,1,1,2,25.1,1498,98.6,5.0,6.4,1
9,2009,54540,4,1,3,17.5,1298,85.8,5.0,2.65,1
4,2015,58400,4,1,0,17.5,1298,85.8,5.0,5.5,1
7,2013,73648,1,1,0,15.1,2179,140.0,7.0,7.31,0
6,2016,83000,1,1,0,28.09,1248,88.5,5.0,7.1,1
7,2016,16159,1,1,0,22.32,1582,126.32,5.0,7.83,1
9,2005,150000,1,1,0,13.1,1493,82.0,5.0,0.85,1
9,2014,22100,4,1,0,19.4,1198,86.8,5.0,3.55,1
3,2017,35043,4,1,0,17.19,1197,81.86,5.0,8.19,1
10,2018,24000,1,0,0,18.88,1995,184.0,5.0,28.0,2
2,2015,480000,1,0,0,16.96,1968,138.03,5.0,13.0,4
2,2011,70000,4,1,2,15.26,1598,103.5,5.0,3.29,4
10,2015,13769,4,1,2,16.1,1197,85.0,5.0,4.41,1
8,2013,58000,1,1,0,19.01,1461,108.45,5.0,4.99,4
5,2009,58000,1,0,0,18.56,1995,190.0,5.0,17.98,2
3,2018,18705,1,1,0,20.5,1248,91.72,5.0,7.71,4
4,2013,32378,4,1,0,20.51,998,67.04,5.0,2.8,1
8,2013,45000,1,1,0,22.1,1248,76.9,5.0,3.0,0
3,2015,36836,1,1,0,15.1,2179,140.0,7.0,12.49,0
7,2016,54199,1,1,0,23.0,1248,88.8,5.0,5.0,1
7,2017,36935,1,0,0,18.56,1995,190.0,5.0,32.64,2
2,2015,23000,1,1,0,25.2,1248,74.0,5.0,6.5,1
1,2015,14000,1,0,0,18.12,1995,190.0,5.0,35.0,2
2,2015,100073,1,1,2,25.0,1396,69.01,5.0,2.0,1
7,2015,59182,1,1,0,15.1,2179,140.0,7.0,9.46,0
7,2016,72132,1,0,2,12.07,2967,241.4,7.0,39.0,2
5,2009,79000,1,0,0,18.48,1995,177.0,5.0,15.0,2
3,2013,66930,4,1,0,17.1,1591,121.3,5.0,6.15,1
10,2015,100000,1,0,2,13.01,2199,194.3,7.0,14.5,1
1,2012,43000,4,1,0,0.0,998,67.0,5.0,3.25,1
7,2018,27413,4,0,0,20.51,998,67.0,5.0,5.18,1
10,2007,90000,4,1,2,17.3,1061,64.0,5.0,1.24,1
8,2013,40300,4,1,0,18.5,1197,82.85,5.0,2.8,1
7,2011,73783,4,0,2,13.7,1798,157.75,5.0,5.23,4
10,2005,86000,4,1,2,15.3,1341,83.0,5.0,0.45,1
4,2014,65694,4,1,0,18.9,998,67.1,5.0,3.25,1
8,2015,23000,4,1,0,16.8,796,34.2,5.0,1.5,1
9,2012,51000,4,1,0,20.36,1197,78.9,5.0,2.85,1
7,2018,18335,4,1,0,21.7,999,67.0,5.0,4.5,4
1,2014,36000,1,0,0,15.0,2147,107.3,5.0,16.25,3
9,2017,25000,4,0,0,17.21,1197,103.5,5.0,7.75,4
1,2007,81000,1,1,3,12.05,2179,120.0,8.0,4.35,0
7,2019,21719,1,0,0,12.9,2755,174.5,7.0,33.13,1
3,2013,75421,1,1,0,25.44,936,56.3,5.0,3.63,0
4,2010,80000,1,1,0,12.8,2494,102.0,8.0,4.75,1
7,2018,10671,4,1,0,20.85,1197,83.14,5.0,6.51,1
5,2018,4126,4,1,0,21.7,999,67.0,5.0,4.8,4
5,2017,98500,1,1,0,22.95,1248,74.0,5.0,6.0,1
3,2016,61578,4,1,0,18.9,1197,82.0,5.0,6.4,1
0,2014,54000,1,1,0,20.34,1498,103.2,5.0,4.9,4
3,2013,70998,1,0,0,17.68,1968,174.33,5.0,20.57,2
8,2015,40082,1,1,0,19.3,1248,73.9,5.0,4.76,1
7,2012,50619,4,1,0,18.0,995,62.0,5.0,2.0,0
3,2009,103905,1,0,0,22.69,1995,190.0,5.0,9.92,2
7,2018,15334,4,1,0,21.1,814,55.2,5.0,3.69,1
5,2013,69000,1,1,0,23.4,1248,74.0,5.0,5.75,1
5,2014,75160,1,1,0,20.14,1498,88.5,5.0,5.7,4
3,2014,44753,4,1,0,18.0,1198,86.7,5.0,4.94,1
7,2012,53024,4,0,0,14.4,1598,103.6,5.0,4.29,4
8,2014,23840,4,1,0,20.51,998,67.04,5.0,3.0,1
5,2014,81298,1,1,0,20.14,1498,88.8,5.0,6.5,4
6,2015,59000,4,1,2,16.47,1198,73.9,5.0,4.9,4
7,2016,51806,1,1,0,25.8,1498,98.6,5.0,5.4,1
4,2014,56000,1,0,0,18.53,1968,187.74,5.0,24.0,2
7,2019,29279,1,1,0,24.7,1047,69.0,5.0,7.46,1
7,2017,33550,1,0,0,21.5,1498,108.5,5.0,9.6,4
5,2014,62000,1,0,0,18.53,1968,187.74,5.0,25.0,2
5,2014,66000,1,1,0,19.01,1461,108.5,5.0,6.8,1
3,2016,46630,1,0,0,21.66,1498,103.52,5.0,8.59,4
5,2016,72566,1,1,0,25.83,1498,99.0,5.0,5.29,0
10,2011,51482,1,1,0,15.42,1405,70.0,8.0,2.5,1
2,2011,90000,1,0,0,14.84,2143,167.62,5.0,13.9,3
6,2014,69000,1,1,2,13.0,2982,168.5,7.0,20.0,1
4,2011,90000,4,1,2,17.0,1497,118.0,5.0,3.4,1
9,2015,39000,4,1,0,18.6,1197,81.83,5.0,5.5,1
5,2012,110000,1,1,2,20.54,1598,103.6,5.0,3.65,4
7,2011,68022,1,1,0,13.1,2499,141.0,7.0,5.86,0
3,2018,27852,4,0,0,14.8,1497,121.36,5.0,10.44,0
1,2013,58291,1,1,0,17.8,1248,90.0,5.0,5.0,1
3,2011,68439,1,1,0,23.0,1396,90.0,5.0,3.37,1
4,2011,150000,1,1,0,12.99,2494,100.6,8.0,6.95,1
9,2018,14000,1,1,0,21.5,1497,108.5,5.0,9.9,1
5,2012,71558,1,1,0,20.0,1399,68.05,5.0,3.3,0
4,2013,48000,1,0,2,17.85,2967,300.0,4.0,50.5,6
6,2015,65800,1,0,0,17.01,1582,126.2,5.0,12.5,1
5,2014,53000,1,0,0,16.55,1968,140.0,5.0,20.5,2
8,2017,14600,1,1,0,16.0,2179,140.0,7.0,14.5,0
6,2017,34429,1,0,0,13.8,2999,174.57,7.0,20.0,1
4,2014,52000,1,1,0,23.4,1248,74.0,5.0,5.25,1
8,2015,25470,4,1,0,20.73,1373,91.1,5.0,5.9,1
10,2013,22000,4,1,0,21.1,814,55.2,5.0,2.6,1
2,2007,75000,1,0,0,11.0,2987,198.5,5.0,11.0,3
10,2011,95995,1,0,0,18.48,1995,177.0,5.0,15.5,2
6,2017,26877,1,1,0,24.0,1186,73.97,5.0,5.75,1
5,2015,26000,1,0,0,14.47,2993,301.73,5.0,75.0,2
2,2007,140000,1,1,2,17.8,1248,75.0,5.0,2.0,1
5,2008,95291,4,1,0,17.92,1086,62.1,5.0,2.3,1
5,2009,135000,1,1,2,12.8,2494,102.0,8.0,8.2,1
8,2015,32000,4,1,0,18.6,1197,81.83,5.0,4.8,1
9,2008,68333,1,0,2,11.0,2987,198.5,5.0,8.5,3
2,2011,72000,1,1,0,20.0,1399,68.0,5.0,2.9,0
0,2012,52100,1,1,0,21.43,1364,86.79,5.0,6.5,1
6,2018,10000,4,1,0,18.9,1197,81.86,5.0,5.85,1
3,2019,6261,1,1,0,16.3,1956,170.0,5.0,23.91,0
3,2019,3906,4,0,0,20.89,1197,81.8,5.0,7.36,1
10,2014,55960,1,1,0,11.5,2982,171.0,7.0,17.25,1
6,2013,144000,1,1,0,20.54,1598,103.6,5.0,7.0,4
9,2017,38000,1,1,0,13.68,2393,147.8,7.0,17.65,1
6,2013,51000,1,1,0,20.0,1399,68.1,5.0,2.5,0
5,2015,150000,1,1,0,23.59,1364,67.05,5.0,6.0,1
9,2018,2500,1,1,0,18.06,2523,63.0,7.0,8.25,0
7,2018,41661,1,0,0,12.7,2179,187.7,5.0,44.83,2
4,2011,64000,1,0,0,16.07,1995,181.0,5.0,10.5,2
1,2008,80000,4,1,2,13.2,1495,94.0,5.0,1.9,1
6,2016,30000,4,0,2,23.1,998,67.04,5.0,4.25,1
2,2014,43000,1,0,2,16.36,2179,187.7,5.0,26.5,2
1,2013,90000,1,0,2,12.4,2698,179.5,5.0,22.5,2
5,2011,123880,1,1,0,23.08,1461,63.1,5.0,3.3,1
6,2015,42000,4,1,2,18.0,1198,86.7,5.0,4.3,1
2,2012,79824,1,1,0,19.87,1461,83.8,5.0,5.25,4
6,2015,75000,1,1,0,12.99,2494,100.6,8.0,11.75,1
0,2014,72411,4,1,0,18.0,1198,86.7,5.0,4.25,1
4,2012,63000,1,0,0,14.94,2143,204.0,5.0,14.22,3
2,2015,53713,4,1,0,17.71,1197,78.9,5.0,4.2,1
4,2017,18000,1,0,0,11.36,2755,171.5,8.0,18.25,1
1,2013,51000,1,1,0,15.8,2148,170.0,5.0,18.5,3
2,2008,86700,4,1,2,16.1,1298,88.2,5.0,2.4,1
8,2016,29000,1,1,0,27.39,1248,74.0,5.0,6.5,1
5,2014,56000,3,1,0,13.45,1086,62.1,5.0,3.2,1
9,2015,33000,4,0,0,23.1,998,67.04,5.0,3.99,1
7,2014,64394,1,1,0,22.7,1498,89.84,5.0,5.45,0
5,2010,76000,1,1,0,18.8,1248,90.0,5.0,2.7,1
9,2016,48719,1,1,0,27.3,1498,98.6,5.0,6.25,1
3,2016,59711,1,1,0,15.1,2179,140.0,7.0,13.28,0
5,2012,83000,1,1,0,23.08,1461,63.1,5.0,3.7,1
3,2018,10714,1,0,0,19.27,2143,167.62,5.0,39.51,3
5,2010,127510,1,1,2,19.0,1248,90.0,5.0,1.4,1
8,2014,35010,1,1,0,22.9,1248,74.0,5.0,3.5,1
6,2012,75451,4,1,0,17.5,1197,85.8,5.0,3.78,1
10,2015,83000,1,1,0,19.09,1405,69.01,5.0,2.7,1
8,2013,38755,1,1,0,25.8,1498,98.6,5.0,3.2,1
4,2016,30000,4,1,0,20.4,1197,81.8,5.0,5.0,1
2,2012,40000,1,1,0,20.77,1248,88.8,7.0,7.0,1
8,2014,19500,4,1,2,18.9,1197,82.0,5.0,2.85,1
0,2016,41000,4,1,0,19.69,1198,67.04,5.0,4.25,1
1,2014,30000,4,1,2,18.9,1197,82.0,5.0,4.9,1
5,2017,37000,1,1,0,17.1,1956,170.0,5.0,16.9,0
4,2014,62000,1,1,2,22.07,1199,73.9,5.0,4.25,4
10,2015,42023,4,0,0,15.5,1198,86.7,5.0,4.34,1
8,2012,51001,1,0,0,16.09,1995,184.0,5.0,17.0,2
7,2017,55389,1,0,0,18.88,1995,184.0,5.0,28.45,2
7,2014,46728,4,0,0,15.6,1497,116.3,5.0,6.15,1
7,2014,58995,1,1,0,12.83,2696,162.0,7.0,9.25,0
4,2015,37857,1,1,0,26.59,1248,74.0,5.0,4.85,1
6,2014,71000,1,1,0,25.2,1248,74.0,5.0,4.8,1
10,2012,49024,4,1,0,18.4,1198,86.8,5.0,2.3,1
9,2016,10770,4,1,0,18.9,1197,82.0,5.0,4.75,1
10,2017,72000,1,1,0,22.95,1248,74.0,5.0,5.0,1
6,2015,91000,4,1,0,21.1,814,55.2,5.0,2.5,1
9,2017,14000,4,1,0,18.6,1197,81.83,5.0,5.95,1
4,2014,48000,1,0,2,9.0,1984,181.0,5.0,16.0,4
4,2014,75136,1,1,0,22.7,1498,89.84,5.0,6.15,0
5,2014,32500,4,1,2,21.1,1197,85.8,5.0,4.05,1
5,2010,94500,1,1,2,21.9,1396,90.0,5.0,3.1,1
5,2013,34900,4,1,0,22.0,1197,81.8,5.0,5.49,1
3,2010,42400,4,0,3,8.0,4806,394.3,4.0,42.91,6
6,2015,50000,1,1,0,17.8,1248,75.0,5.0,5.7,1
8,2014,35000,4,1,0,19.4,1198,86.8,5.0,2.85,1
1,2012,37000,4,1,2,18.6,1199,79.4,5.0,2.35,0
3,2018,32807,4,0,0,13.0,1591,121.3,5.0,14.76,1
10,2008,119000,4,1,2,17.7,1497,78.0,5.0,2.25,1
9,2016,12000,4,1,0,18.5,1197,85.8,5.0,3.65,1
4,2016,46727,1,1,0,22.77,1498,98.59,5.0,7.25,0
5,2010,73336,1,0,0,13.2,1995,170.0,5.0,10.69,2
9,2014,9000,4,1,2,17.01,1591,121.3,5.0,5.5,1
2,2005,240000,1,1,1,12.8,2494,102.0,8.0,5.1,1
9,2014,25422,4,1,0,22.5,998,67.04,5.0,3.25,1
9,2018,14000,1,1,0,25.47,1248,88.5,7.0,9.25,1
5,2008,66000,4,1,0,19.7,796,46.3,5.0,1.7,1
7,2010,55324,4,1,0,19.0,998,66.1,5.0,2.87,1
1,2009,90000,1,0,0,11.0,2993,235.0,5.0,17.75,2
8,2017,43000,4,1,0,18.15,1198,82.0,5.0,4.5,0
1,2008,58483,4,0,2,19.2,1197,80.0,5.0,2.95,1
10,2007,93000,4,0,2,12.9,1799,130.0,5.0,2.6,1
5,2010,50000,4,1,0,20.36,1197,78.9,5.0,3.0,1
0,2014,78616,1,0,2,14.84,2143,170.0,5.0,15.5,3
10,2011,37000,4,1,0,17.6,1496,88.73,5.0,2.8,1
8,2010,54801,4,1,0,17.0,1497,118.0,5.0,2.5,1
1,2014,29000,1,1,0,23.4,1248,74.0,5.0,5.75,1
10,2010,68000,4,1,0,22.0,1197,81.8,5.0,2.8,1
8,2014,58000,4,1,0,17.01,1591,121.3,5.0,4.59,1
10,2012,64290,1,1,0,23.2,1248,73.94,5.0,3.65,1
9,2015,31000,1,1,0,13.0,2982,168.5,7.0,19.85,1
10,2018,16039,1,1,0,17.1,1956,170.0,5.0,18.5,0
5,2017,19860,4,1,0,18.6,1197,81.83,5.0,6.95,1
4,2014,48500,0,1,2,26.6,998,58.16,5.0,2.85,1
6,2012,75391,1,1,0,13.93,2179,138.0,7.0,3.75,1
6,2008,78000,1,1,2,19.3,1248,73.9,5.0,2.3,1
8,2016,78000,1,1,0,25.0,1396,69.01,5.0,2.3,1
5,2016,52000,1,1,0,28.4,1248,74.0,5.0,5.95,1
8,2016,30000,4,0,0,23.1,998,67.04,5.0,3.49,1
3,2016,19254,1,0,0,14.69,2993,258.0,5.0,47.7,2
3,2015,29651,4,1,0,16.47,1198,74.0,5.0,6.43,4
1,2011,80000,1,1,0,13.93,2179,138.03,7.0,4.5,1
8,2018,2971,4,0,0,13.6,1598,181.0,4.0,39.75,4
8,2015,21400,4,1,0,15.6,1196,70.0,5.0,4.0,0
0,2015,77000,1,1,0,26.0,1498,98.6,5.0,6.98,1
4,2006,80000,1,1,2,12.6,1991,112.0,7.0,1.75,1
4,2013,81755,1,1,0,20.0,1968,108.5,5.0,4.75,4
5,2016,99593,1,1,0,11.5,2982,171.0,7.0,23.5,1
5,2014,39791,1,1,0,22.32,1582,126.32,5.0,7.49,1
5,2015,113000,1,1,0,15.1,2179,140.0,7.0,10.85,0
9,2017,24000,4,1,0,25.17,799,53.3,5.0,3.5,4
1,2015,39000,4,1,2,18.6,1197,81.83,5.0,6.3,1
1,2012,37000,4,0,0,15.6,1497,116.3,5.0,6.75,1
3,2017,61108,1,0,0,10.91,3198,197.0,7.0,28.88,0
7,2016,61648,4,0,0,13.7,1798,157.75,5.0,14.23,4
9,2012,37000,1,0,3,22.69,1995,190.0,5.0,15.0,2
9,2013,53000,0,1,0,22.8,1373,80.9,7.0,5.8,1
6,2013,65000,1,1,0,23.2,1248,73.94,5.0,3.75,1
6,2005,120000,4,1,0,0.0,1086,171.0,5.0,1.15,1
6,2011,148009,1,1,2,11.5,2982,171.0,7.0,12.75,1
9,2009,53001,4,1,0,16.1,1298,88.2,5.0,1.95,1
9,2018,22345,4,1,0,20.3,1199,84.0,5.0,4.95,1
4,2015,50000,4,0,0,18.0,1497,117.3,5.0,8.25,1
5,2013,48183,1,0,0,13.2,1995,170.0,5.0,20.99,2
5,2010,93000,1,0,2,14.21,2143,203.0,5.0,17.5,3
7,2015,53500,1,1,0,28.4,1248,74.0,5.0,5.36,1
4,2014,17585,4,1,0,16.02,1373,93.7,7.0,6.35,1
8,2011,36226,4,1,0,17.01,1591,121.3,5.0,2.95,1
3,2019,25899,1,0,0,12.63,2179,147.5,5.0,55.7,2
8,2009,60170,4,1,0,0.0,1086,62.0,5.0,1.15,1
5,2017,11200,1,0,0,19.27,2143,167.62,5.0,37.5,3
7,2017,49045,4,1,0,20.36,1197,78.9,5.0,4.07,1
8,2012,45000,1,1,0,22.07,1199,73.9,5.0,2.99,4
4,2017,40000,1,1,0,24.3,1248,88.5,5.0,7.9,1
9,2016,36600,1,1,0,19.87,1461,83.8,5.0,7.49,4
6,2009,117000,1,1,0,18.0,1248,75.0,5.0,1.1,1
4,2016,16000,1,0,0,11.3,2987,254.8,7.0,56.0,3
9,2016,50000,1,1,0,25.4,1186,73.97,5.0,3.5,1
5,2008,150000,1,1,0,18.1,1493,110.0,5.0,3.0,1
9,2014,11000,4,1,0,17.01,1591,121.3,5.0,6.1,1
1,2010,102016,4,1,0,15.6,1196,70.0,5.0,2.25,0
2,2016,38000,1,1,0,25.2,1248,74.0,5.0,5.95,1
5,2013,71491,1,1,0,23.08,1461,63.12,5.0,4.95,4
1,2015,46354,4,1,2,16.47,1198,74.0,5.0,5.49,4
4,2019,87000,1,0,0,22.69,1995,190.0,5.0,6.67,2
0,2015,20765,4,1,0,15.0,1598,103.52,5.0,6.25,4
0,2005,58000,4,1,2,0.0,999,241.4,5.0,1.51,1
3,2014,51076,1,0,0,12.07,2967,241.4,7.0,34.88,2
6,2016,84085,1,1,0,26.21,1248,88.5,5.0,6.9,1
8,2014,55000,1,1,0,25.1,1498,98.6,5.0,5.99,1
9,2010,73000,4,0,0,10.93,3498,272.0,5.0,10.4,3
10,2012,50001,1,0,0,14.57,2967,241.38,5.0,29.0,2
3,2016,93166,1,1,2,14.02,2179,118.3,7.0,5.85,0
7,2006,99583,4,0,3,12.0,1493,100.0,5.0,2.21,1
9,2010,72000,4,1,0,15.5,1586,103.3,5.0,2.4,1
10,2009,70000,4,1,3,14.53,1798,138.1,5.0,3.0,1
10,2012,61000,4,0,2,14.4,1598,103.6,5.0,3.75,4
10,2015,66510,4,1,0,21.1,814,55.2,5.0,2.95,1
5,2011,84062,1,1,0,20.0,1968,108.5,5.0,5.8,4
5,2012,80799,1,1,0,22.9,1248,74.0,5.0,4.9,1
8,2018,5000,4,0,0,14.28,1798,138.03,5.0,16.95,1
5,2013,92000,1,1,0,12.99,2494,100.0,8.0,12.5,1
5,2017,53000,1,1,0,27.28,1047,69.0,5.0,5.0,1
9,2015,39822,4,1,0,15.41,1598,103.52,5.0,4.68,4
9,2016,29000,1,0,0,10.91,3198,197.0,7.0,29.8,0
7,2017,24214,4,1,2,25.17,799,53.3,5.0,3.46,4
10,2012,75000,1,1,0,23.0,1396,90.0,5.0,4.0,1
2,2012,77216,1,1,2,17.5,1896,106.0,5.0,4.5,4
7,2013,74290,1,1,0,21.43,1364,87.2,5.0,5.87,1
4,2015,61000,1,1,0,15.4,2179,120.0,8.0,9.5,0
2,2013,44000,1,0,0,14.16,1968,174.3,5.0,32.5,2
3,2014,74041,1,1,0,18.2,1248,73.8,8.0,3.88,0
3,2013,85846,1,0,0,22.69,1995,190.0,5.0,13.08,2
4,2012,52000,1,1,0,21.64,1461,84.8,5.0,3.5,1
9,2010,47000,4,1,2,12.8,2354,177.6,5.0,3.5,1
1,2010,72010,1,1,0,16.8,1493,110.0,5.0,4.45,1
6,2015,15000,4,1,0,16.8,796,34.2,8.0,2.35,1
8,2015,480000,4,1,0,17.4,1497,117.3,5.0,5.0,1
8,2012,24720,1,0,2,0.0,2967,241.4,5.0,28.0,2
2,2007,75000,4,1,2,16.6,1388,68.0,5.0,2.0,0
9,2015,57000,1,1,0,22.54,1396,88.73,5.0,6.35,1
7,2015,41057,1,0,0,13.0,2143,201.1,5.0,24.63,3
10,2012,92000,0,1,2,26.2,998,58.2,5.0,3.0,1
2,2016,20000,1,1,0,22.77,1498,98.59,5.0,7.9,0
9,2011,52359,4,1,0,18.5,1197,80.0,5.0,3.25,1
4,2016,17000,4,1,2,17.8,1497,117.3,5.0,8.25,1
8,2011,39002,1,1,0,23.08,1461,63.1,5.0,2.85,1
10,2010,129986,1,1,2,20.0,1399,68.0,5.0,3.2,0
8,2013,45000,4,1,0,18.44,1198,75.0,5.0,1.75,1
8,2013,41300,1,1,0,17.8,1248,177.6,5.0,3.38,1
0,2009,82002,4,1,2,12.8,2354,177.6,5.0,5.75,1
9,2010,67000,4,0,0,13.7,1798,157.75,5.0,4.7,4
5,2017,21260,4,1,0,14.0,796,35.0,5.0,2.9,1
0,2012,55362,1,1,0,21.9,1396,88.8,5.0,4.25,1
2,2017,13000,1,0,0,17.01,1582,126.2,5.0,14.5,1
7,2016,45725,1,1,0,25.2,1248,74.0,5.0,5.34,1
6,2014,105000,1,1,0,25.2,1248,74.0,5.0,3.85,1
5,2009,156056,1,1,0,12.8,2494,102.0,8.0,8.5,1
9,2016,135000,1,1,0,24.4,1120,71.0,5.0,4.2,1
4,2016,67000,1,1,0,20.77,1248,88.7,7.0,6.75,1
6,2016,90000,1,0,0,10.91,3198,197.2,7.0,26.0,0
3,2019,32251,1,1,0,22.54,1396,88.73,5.0,8.61,1
9,2009,47000,4,1,0,19.0,998,67.1,5.0,1.46,1
9,2011,75308,1,1,2,21.1,1248,73.9,5.0,2.8,1
7,2018,44202,0,1,0,32.26,998,58.2,4.0,4.0,1
9,2014,58000,4,1,0,17.0,1497,118.0,5.0,5.47,1
9,2009,60000,4,1,0,17.5,1298,85.8,5.0,2.45,1
5,2014,45000,1,0,0,17.05,1995,184.0,5.0,21.5,2
9,2010,41195,4,1,0,15.0,1368,90.0,5.0,1.38,1
2,2016,89000,1,1,0,16.0,2179,140.0,7.0,13.5,0
1,2009,60510,4,0,2,16.95,1197,78.9,5.0,3.1,1
9,2016,8500,4,1,0,21.4,1197,83.1,5.0,5.49,1
7,2017,35981,1,1,0,24.3,1248,88.5,5.0,9.51,1
9,2012,23152,4,1,0,15.6,1196,70.02,5.0,2.39,0
4,2014,74663,0,1,0,33.54,998,67.04,5.0,3.25,1
9,2014,61529,4,0,0,18.19,1197,103.5,5.0,5.65,4
0,2010,91596,1,1,0,14.95,2489,93.7,7.0,1.85,0
7,2019,14298,4,0,0,13.33,2995,340.0,5.0,2.02,6
5,2013,83327,1,1,0,19.3,1248,73.9,5.0,5.8,1
5,2017,22857,4,1,0,16.2,1199,74.0,5.0,6.9,4
2,2013,34620,4,1,2,17.01,1591,121.3,5.0,5.35,1
1,2010,56000,4,1,0,19.81,1086,68.05,5.0,2.85,1
2,2014,81000,1,0,0,13.0,2143,204.0,5.0,22.75,3
6,1998,95150,4,1,3,17.3,993,60.0,5.0,0.45,1
3,2013,32776,4,1,0,20.36,1197,78.9,5.0,4.64,1
3,2016,51587,1,1,0,25.8,1498,98.6,5.0,5.27,1
6,2016,36000,1,1,0,14.1,2179,148.0,7.0,10.0,1
9,2015,22000,4,1,0,18.5,1198,86.8,5.0,3.95,1
7,2010,30754,4,1,0,17.0,1197,80.0,5.0,3.38,1
3,2018,37109,4,1,0,14.69,1390,120.33,5.0,16.8,4
8,2010,45000,4,1,0,16.7,1198,88.8,5.0,1.99,1
3,2017,33284,4,1,0,18.9,1197,82.0,5.0,5.84,1
3,2016,55115,1,0,0,14.74,2993,270.9,5.0,36.15,2
8,2014,18000,1,0,0,16.36,2179,187.7,5.0,25.7,2
3,2013,130790,1,1,0,16.0,2179,140.0,7.0,9.24,0
4,2015,16607,1,1,0,22.7,1598,118.0,5.0,7.65,1
3,2015,32205,1,0,0,17.11,1968,174.33,5.0,25.31,2
4,2013,67000,1,1,0,19.01,1461,108.45,5.0,4.75,4
3,2014,57676,4,1,0,19.1,1197,85.8,5.0,6.69,1
9,2012,41000,4,1,0,16.47,1198,73.9,5.0,3.1,4
6,2012,65000,4,1,0,19.7,796,35.0,8.0,1.55,1
3,2019,12153,4,0,0,18.9,1197,81.86,5.0,6.84,1
